PMID	chemical	trigger	target	context_sentence
28449683	Nicotinamide mononucleotide	suppress	Sirt1-mediated signaling pathway	Nicotinamide mononucleotide (NMN) and NAD Our results demonstrated that inhibition of NAMPT aggravated the HFD- or oleic acid-induced hepatic steatosis through suppressing Sirt1-mediated signaling pathway.
28449683	NAMPT	reduce	the production of NAD	On the one hand, the inhibition of NAMPT reduced the production of NAD
28465000	aspartame	induce	hyperglycemia and hypertriacylglycerolemia	Subchronic intake of soft drink or aspartame substantially induced hyperglycemia and hypertriacylglycerolemia, as represented by increased serum glucose, triacylglycerol, low-density lipoprotein and very low-density lipoprotein cholesterol, with obvious visceral fatty deposition.
28465000	adiponectin	activate	receptor-γ (PPAR-γ) expression	These metabolic syndromes were associated with the up-regulation of leptin and down-regulation of adiponectin and peroxisome proliferator activated receptor-γ (PPAR-γ) expression.
28777337	Tunicamycin	develop	an anti-cancer drug	Tunicamycin, a pharmacological ER stress inducer, is used to develop an anti-cancer drug.
28777337	ER	develop	an anti-cancer drug	Tunicamycin, a pharmacological ER stress inducer, is used to develop an anti-cancer drug.
28777337	Tunicamycin	induce	a yellowish color and ER stress, as well as	Tunicamycin significantly induced hepatic a yellowish color and ER stress, as well as increasing serum levels of aspartate transaminase and alanine transaminase.
28777337	Tunicamycin	increase	serum levels of aspartate transaminase and alanine transaminase	Tunicamycin significantly induced hepatic a yellowish color and ER stress, as well as increasing serum levels of aspartate transaminase and alanine transaminase.
28777337	tunicamycin	increase	hepatic triglyceride content	Besides, tunicamycin remarkably increased hepatic triglyceride content and suppressed the expression of apolipoprotein B100.
28777337	tunicamycin	suppress	the expression of apolipoprotein B100	Besides, tunicamycin remarkably increased hepatic triglyceride content and suppressed the expression of apolipoprotein B100.
28777337	Tunicamycin	alter	hepatic energy homeostasis	Tunicamycin alters hepatic energy homeostasis by increasing triglyceride accumulation and decreasing glycogen content.
28777337	Tunicamycin	increase	triglyceride accumulation	Tunicamycin alters hepatic energy homeostasis by increasing triglyceride accumulation and decreasing glycogen content.
28777337	Tunicamycin	decrease	glycogen content	Tunicamycin alters hepatic energy homeostasis by increasing triglyceride accumulation and decreasing glycogen content.
28803762	Alcohol	reverse	this disease	Alcohol is a major cause of liver injury, and there are currently no ideal pharmacological reagents that can prevent or reverse this disease.
28803762	Apigenin	increase	the expression of hepatic peroxisome proliferator-activated receptor alpha (PPARα) and carnitine palmitoyltransferase-1 proteins	Apigenin pretreatment could increase the expression of hepatic peroxisome proliferator-activated receptor alpha (PPARα) and carnitine palmitoyltransferase-1 proteins, and decrease the expression of hepatic sterol regulatory element binding protein-1c, fatty acid synthase, and diacylglycerol acyltransferase proteins.
28803762	Apigenin	decrease	the expression of hepatic sterol regulatory element binding protein-1c, fatty acid synthase, and diacylglycerol acyltransferase proteins	Apigenin pretreatment could increase the expression of hepatic peroxisome proliferator-activated receptor alpha (PPARα) and carnitine palmitoyltransferase-1 proteins, and decrease the expression of hepatic sterol regulatory element binding protein-1c, fatty acid synthase, and diacylglycerol acyltransferase proteins.
28803762	apigenin	exert	a protective effect	These findings demonstrated that apigenin might exert a protective effect on alcohol-induced liver injury, and its mechanisms might be related to the regulations of hepatic CYP2E1-mediated oxidative stress and PPARα-mediated lipogenic gene expression.
28933423	omega-3 PUFA	ameliorate	Hcy-induced hepatic steatosis	Omega-3 PUFA was simultaneously administered in HHcy mice through chow diet containing 3.3% omega-3 PUFA supplement for 6 weeks, which significantly ameliorated Hcy-induced hepatic steatosis.
28933423	ceramide	ameliorate	hepatic lipid accumulation	Furthermore, downregulation of ceramide levels through omega-3 PUFA supplementation ameliorates hepatic lipid accumulation.
28933423	omega-3 PUFA	ameliorate	hepatic lipid accumulation	Furthermore, downregulation of ceramide levels through omega-3 PUFA supplementation ameliorates hepatic lipid accumulation.
28962527	Amiodarone	cause	liver steatosis	Amiodarone is a commonly used antiarrhythmic drug and can cause liver steatosis.
28962527	Amiodarone	reduce	intracellular ATP and Ca2	Amiodarone directly reduced intracellular ATP and Ca2+ in hepatocytes invitro, inducing ER stress and lipid accumulation.
28962527	Amiodarone	induce	ER stress and lipid accumulation	Amiodarone directly reduced intracellular ATP and Ca2+ in hepatocytes invitro, inducing ER stress and lipid accumulation.
28962527	amiodarone	increase	hepatic mRNA expression of lipid droplet proteins, particularly Cidea and Cidec, in WT, but	Rather, amiodarone strongly increased hepatic mRNA expression of lipid droplet proteins, particularly Cidea and Cidec, in WT, but less so in Ddit3-/- mice, suggesting a link between ER stress and increased triglyceride storage.
28962527	amiodarone	suggest	a link between ER stress	Rather, amiodarone strongly increased hepatic mRNA expression of lipid droplet proteins, particularly Cidea and Cidec, in WT, but less so in Ddit3-/- mice, suggesting a link between ER stress and increased triglyceride storage.
28962527	amiodarone	increase	triglyceride storage	Rather, amiodarone strongly increased hepatic mRNA expression of lipid droplet proteins, particularly Cidea and Cidec, in WT, but less so in Ddit3-/- mice, suggesting a link between ER stress and increased triglyceride storage.
28962527	insulin	attenuate	amiodarone-induced phosphorylation of hormone sensitive lipase (HSL) in WT	Moreover, while insulin attenuated amiodarone-induced phosphorylation of hormone sensitive lipase (HSL) in WT, it did not affect pHSL in Ddit3-/-, indicating increased lipolysis and therefore reduced lipid accumulation in these mice.
28962527	ER	reduce	lipid accumulation	Finally, ER stress attenuation using 2 different pharmacological chaperones reduced lipid accumulation, accompanied by reduced mRNA expression of Cidec.
28962527	ER	drive	liver steatosis	In conclusion, amiodarone-induced ER stress drives liver steatosis and may be considered for therapeutic targeting.
28987868	Protein kinase B	play	important roles in the regulation of lipid homeostasis, and impairment of Akt activity has been demonstrated to be involved in the development of non-alcoholic fatty liver disease (NAFLD)	Protein kinase B (PKB/Akt) plays important roles in the regulation of lipid homeostasis, and impairment of Akt activity has been demonstrated to be involved in the development of non-alcoholic fatty liver disease (NAFLD).
28987868	PKB/Akt	play	important roles in the regulation of lipid homeostasis, and impairment of Akt activity has been demonstrated to be involved in the development of non-alcoholic fatty liver disease (NAFLD)	Protein kinase B (PKB/Akt) plays important roles in the regulation of lipid homeostasis, and impairment of Akt activity has been demonstrated to be involved in the development of non-alcoholic fatty liver disease (NAFLD).
28987868	cytochrome P4502E1	play	causal roles	Previous studies suggest that cytochrome P4502E1 (CYP2E1) plays causal roles in the pathogenesis of alcoholic fatty liver (AFL).
28987868	CYP2E1	play	causal roles	Previous studies suggest that cytochrome P4502E1 (CYP2E1) plays causal roles in the pathogenesis of alcoholic fatty liver (AFL).
28987868	ethanol	have	no effects on the protein levels of phosphatidylinositol 3 kinase (PI3K) and phosphatase and tensin homologue deleted on chromosome ten (PTEN)	Chronic ethanol exposure had no effects on the protein levels of phosphatidylinositol 3 kinase (PI3K) and phosphatase and tensin homologue deleted on chromosome ten (PTEN), and led to a slight decrease of phosphoinositide-dependent protein kinase 1 (PDK-1) protein level.
28987868	N-acetyl-L-cysteine	attenuate	chronic ethanol-induced hepatic fat accumulation and the decline of Akt phosphorylation at Thr308	Interestingly, N-acetyl-L-cysteine (NAC) significantly attenuated chronic ethanol-induced hepatic fat accumulation and the decline of Akt phosphorylation at Thr308.
28987868	NAC	attenuate	chronic ethanol-induced hepatic fat accumulation and the decline of Akt phosphorylation at Thr308	Interestingly, N-acetyl-L-cysteine (NAC) significantly attenuated chronic ethanol-induced hepatic fat accumulation and the decline of Akt phosphorylation at Thr308.
28987868	Akt	alleviate	chronic ethanol-induced fatty liver	Lastly, pharmacological activation of Akt by insulin-like growth factor-1 (IGF-1) significantly alleviated chronic ethanol-induced fatty liver in mice.
28987868	insulin-like growth factor-1	alleviate	chronic ethanol-induced fatty liver	Lastly, pharmacological activation of Akt by insulin-like growth factor-1 (IGF-1) significantly alleviated chronic ethanol-induced fatty liver in mice.
28987868	IGF-1	alleviate	chronic ethanol-induced fatty liver	Lastly, pharmacological activation of Akt by insulin-like growth factor-1 (IGF-1) significantly alleviated chronic ethanol-induced fatty liver in mice.
29126901	LXR activator	induced	lipid accumulation and docosahexaenoic acid (DHA; a representative n-3 PUFA)	T0901317 (a specific LXR activator) induced lipid accumulation and docosahexaenoic acid (DHA; a representative n-3 PUFA) inhibited lipid accumulation.
29126901	LXR activator	inhibit	lipid accumulation	T0901317 (a specific LXR activator) induced lipid accumulation and docosahexaenoic acid (DHA; a representative n-3 PUFA) inhibited lipid accumulation.
29126901	DHA	inhibit	T0901317-induced lipid accumulation in primary hepatocytes from wild type mice, but not in those from FFA4 deficient mice	Furthermore, DHA inhibited T0901317-induced lipid accumulation in primary hepatocytes from wild type mice, but not in those from FFA4 deficient mice.
29169220	HepG2 cells	induce	lipogenesis and accumulation of intracellular lipid contents	HepG2 cells were incubated with palmitic acid (PA) for 24 h to induce lipogenesis and accumulation of intracellular lipid contents.
29169220	HepG2 cells	increase	the expression of SREBP-1	Treatment of HepG2 cells with PA combined with genistein or estrogen significantly increased the expression of SREBP-1.
29169220	PA	increase	the expression of SREBP-1	Treatment of HepG2 cells with PA combined with genistein or estrogen significantly increased the expression of SREBP-1.
29169220	estrogen	increase	the expression of SREBP-1	Treatment of HepG2 cells with PA combined with genistein or estrogen significantly increased the expression of SREBP-1.
29169220	genistein	increase	the expression of SREBP-1	Treatment of HepG2 cells with PA combined with genistein or estrogen significantly increased the expression of SREBP-1.
29404450	intracellular	play	a key role	It has become clear that autophagy, a catabolic process of intracellular degradation and recycling, plays a key role in hepatic lipid metabolism.
29404450	hepatocytes	contain	juxtanuclear lysosomes that exhibited impaired motility	Interestingly, hepatocytes isolated from these ethanol-fed rats contained juxtanuclear lysosomes that exhibited impaired motility.
29404450	juxtanuclear lysosomes	exhibit	impaired motility	Interestingly, hepatocytes isolated from these ethanol-fed rats contained juxtanuclear lysosomes that exhibited impaired motility.
29457836	alcohol	cause	hepatic lipid accumulation	However, how chronic alcohol consumption causes hepatic lipid accumulation remains elusive.
29457836	rapamycin complex 1	play	a causal role	The present study demonstrates that activation of the mechanistic target of rapamycin complex 1 (mTORC1) plays a causal role in alcoholic steatosis, inflammation, and liver injury.
29457836	rapamycin	play	a causal role	The present study demonstrates that activation of the mechanistic target of rapamycin complex 1 (mTORC1) plays a causal role in alcoholic steatosis, inflammation, and liver injury.
29457836	hepatic DEPTOR	suppress	mTORC1 signaling	Conversely, adenoviral overexpression of hepatic DEPTOR suppressed mTORC1 signaling and ameliorated alcoholic hepatosteatosis, inflammation, and acute-on-chronic liver injury.
29457836	hepatic DEPTOR	ameliorate	alcoholic hepatosteatosis, inflammation, and acute-on-chronic liver injury	Conversely, adenoviral overexpression of hepatic DEPTOR suppressed mTORC1 signaling and ameliorated alcoholic hepatosteatosis, inflammation, and acute-on-chronic liver injury.
29457836	mTORC1	attenuate	alcohol-induced cytoplasmic accumulation of the lipogenic regulator lipin 1	DEPTOR-dependent inhibition of mTORC1 also attenuated alcohol-induced cytoplasmic accumulation of the lipogenic regulator lipin 1 and prevented alcohol-mediated inhibition of fatty acid oxidation.
29457836	mTORC1	prevent	alcohol-mediated inhibition of fatty acid oxidation	DEPTOR-dependent inhibition of mTORC1 also attenuated alcohol-induced cytoplasmic accumulation of the lipogenic regulator lipin 1 and prevented alcohol-mediated inhibition of fatty acid oxidation.
29457836	rapamycin	alleviate	the ability of alcohol to up-regulate lipogenesis	Pharmacological intervention with rapamycin alleviated the ability of alcohol to up-regulate lipogenesis, to down-regulate fatty acid oxidation, and to induce steatogenic phenotypes.
29457836	rapamycin	down-regulate	fatty acid oxidation	Pharmacological intervention with rapamycin alleviated the ability of alcohol to up-regulate lipogenesis, to down-regulate fatty acid oxidation, and to induce steatogenic phenotypes.
29457836	rapamycin	induce	steatogenic phenotypes	Pharmacological intervention with rapamycin alleviated the ability of alcohol to up-regulate lipogenesis, to down-regulate fatty acid oxidation, and to induce steatogenic phenotypes.
29457836	hepatocyte-specific	disrupt	DEPTOR function	Furthermore, hepatocyte-specific deletion of SIRT1 disrupted DEPTOR function, enhanced mTORC1 activity, and exacerbated alcoholic fatty liver, inflammation, and liver injury in mice.
29457836	SIRT1	disrupt	DEPTOR function	Furthermore, hepatocyte-specific deletion of SIRT1 disrupted DEPTOR function, enhanced mTORC1 activity, and exacerbated alcoholic fatty liver, inflammation, and liver injury in mice.
29457836	hepatocyte-specific	enhance	mTORC1 activity	Furthermore, hepatocyte-specific deletion of SIRT1 disrupted DEPTOR function, enhanced mTORC1 activity, and exacerbated alcoholic fatty liver, inflammation, and liver injury in mice.
29457836	SIRT1	enhance	mTORC1 activity	Furthermore, hepatocyte-specific deletion of SIRT1 disrupted DEPTOR function, enhanced mTORC1 activity, and exacerbated alcoholic fatty liver, inflammation, and liver injury in mice.
29526820	benzbromarone	induce	hepatic toxicity in patients	As a widely used anti-gout drug, benzbromarone has been found to induce hepatic toxicity in patients during clinical treatment.
29526820	benzbromarone	aggravate	hepatic steatosis in both obese db/db mice and high fat diet (HFD)-induced obese (DIO) mouse models	In this study, we found that benzbromarone significantly aggravated hepatic steatosis in both obese db/db mice and high fat diet (HFD)-induced obese (DIO) mouse models.
29526820	benzbromarone	have	less effect on the liver of lean mice	However, benzbromarone had less effect on the liver of lean mice.
29526820	benzbromarone	promote	intracellular lipid accumulation under high free fatty acids (FFAs) conditions	In accordance with the in vivo results, an in vitro experiment using human hepatoma HepG2 cells also confirmed that benzbromarone promoted intracellular lipid accumulation under high free fatty acids (FFAs) conditions by regulating the expression of lipid metabolism genes.
29526820	benzbromarone	regulate	the expression of lipid metabolism genes	In accordance with the in vivo results, an in vitro experiment using human hepatoma HepG2 cells also confirmed that benzbromarone promoted intracellular lipid accumulation under high free fatty acids (FFAs) conditions by regulating the expression of lipid metabolism genes.
29526820	benzbromarone	increase	cell apoptosis in HepG2 cells	Importantly, prolonged treatment of benzbromarone significantly increased cell apoptosis in HepG2 cells in the presence of high FFAs.
29526820	benzbromarone	aggravate	hepatic steatosis in obese individuals,	This study demonstrated that benzbromarone aggravated hepatic steatosis in obese individuals, which could subsequently contribute to hepatic cell injury, suggesting a novel toxicological mechanism in benzbromarone-induced hepatotoxicity.
29526820	benzbromarone	suggest	a novel toxicological mechanism in benzbromarone-induced hepatotoxicity	This study demonstrated that benzbromarone aggravated hepatic steatosis in obese individuals, which could subsequently contribute to hepatic cell injury, suggesting a novel toxicological mechanism in benzbromarone-induced hepatotoxicity.
29529605	AMPKα	increase	the expression and transcriptional activity of peroxisome proliferator-activated receptor α	Acetic acid treatment increased AMPKα phosphorylation, which subsequently increased the expression and transcriptional activity of peroxisome proliferator-activated receptor α and upregulated the expression of lipid oxidation genes.
29529605	AMPKα	upregulate	the expression of lipid oxidation genes	Acetic acid treatment increased AMPKα phosphorylation, which subsequently increased the expression and transcriptional activity of peroxisome proliferator-activated receptor α and upregulated the expression of lipid oxidation genes.
29529605	element-binding protein 1c	reduce	the expression of lipogenic genes	Furthermore, elevated AMPKα phosphorylation reduced the expression and transcriptional activity of the sterol regulatory element-binding protein 1c, which reduced the expression of lipogenic genes, thereby decreasing lipid biosynthesis in BRL-3A cells.
29529605	acetic acid	activate	the AMPKα signalling pathway	These results indicate that acetic acid activates the AMPKα signalling pathway, leading to increased lipid oxidation and decreased lipid synthesis in BRL-3A cells, thereby reducing liver fat accumulation in vitro.
29529605	acetic acid	decrease	lipid synthesis in BRL-3A cells	These results indicate that acetic acid activates the AMPKα signalling pathway, leading to increased lipid oxidation and decreased lipid synthesis in BRL-3A cells, thereby reducing liver fat accumulation in vitro.
29529605	acetic acid	reduce	liver fat accumulation	These results indicate that acetic acid activates the AMPKα signalling pathway, leading to increased lipid oxidation and decreased lipid synthesis in BRL-3A cells, thereby reducing liver fat accumulation in vitro.
29587622	Diacylglycerol acyltransferase 1	catalyze	the final step in triglyceride synthesis	Diacylglycerol acyltransferase 1 (DGAT1) catalyzes the final step in triglyceride synthesis.
29587622	Diacylglycerol	catalyze	the final step in triglyceride synthesis	Diacylglycerol acyltransferase 1 (DGAT1) catalyzes the final step in triglyceride synthesis.
29597210	Saturated fatty acid palmitate	stimulate	lipid accumulation and apoptosis in hepatocytes	Saturated fatty acid palmitate stimulates lipid accumulation and apoptosis in hepatocytes.
29597210	Palmitate	induce	lipid accumulation and mRNA expression of lipogenic genes such as SREBP1c and SCD1	Palmitate induced lipid accumulation and mRNA expression of lipogenic genes such as SREBP1c and SCD1.
29597210	palmitate	stimulate	caspase-3 activity	Furthermore, palmitate stimulated caspase-3 activity and decreased cell viability in the absence of BO.
29597210	palmitate	decrease	cell viability	Furthermore, palmitate stimulated caspase-3 activity and decreased cell viability in the absence of BO.
29597210	AMP-activated protein kinase	abolish	the effects of BO	AMP-activated protein kinase inhibitors abolished the effects of BO.
29597210	BO	attenuate	palmitate-induced hepatic steatosis and apoptosis	In conclusion, BO attenuated palmitate-induced hepatic steatosis and apoptosis through AMPK-mediated suppression of JNK signaling.
29625129	miR-378	impair	FAO	Overexpression of miR-378 impaired FAO and promoted lipid accumulation in murine hepatoma Hepa1-6 cells.
29625129	miR-378	promote	lipid accumulation in murine hepatoma Hepa1-6 cells	Overexpression of miR-378 impaired FAO and promoted lipid accumulation in murine hepatoma Hepa1-6 cells.
29625129	miR-378	improve	FAO	In contrast, knockdown of miR-378 using its ASO (anti-sense oligo) improved FAO and reduced intracellular lipid content in Hepa1-6 cells.
29625129	miR-378	reduce	intracellular lipid content in Hepa1-6 cells	In contrast, knockdown of miR-378 using its ASO (anti-sense oligo) improved FAO and reduced intracellular lipid content in Hepa1-6 cells.
29625129	Liver-specific	impair	FAO, which subsequently promoted the development of hepatosteatosis	Liver-specific expression of miR-378 impaired FAO, which subsequently promoted the development of hepatosteatosis.
29625129	miR-378	impair	FAO, which subsequently promoted the development of hepatosteatosis	Liver-specific expression of miR-378 impaired FAO, which subsequently promoted the development of hepatosteatosis.
29625129	miR-378	promote	the development of hepatosteatosis	Liver-specific expression of miR-378 impaired FAO, which subsequently promoted the development of hepatosteatosis.
29625129	Nrf1	offset	the effects of miR-378-ASO	Additional knockdown of up-regulated Nrf1 offset the effects of miR-378-ASO, suggesting that Nrf1 mediated the inhibitory effect of miR-378-ASO on hepatosteatosis.
29625129	Nrf1	mediate	the inhibitory effect of miR-378-ASO on hepatosteatosis	Additional knockdown of up-regulated Nrf1 offset the effects of miR-378-ASO, suggesting that Nrf1 mediated the inhibitory effect of miR-378-ASO on hepatosteatosis.
29625129	Nrf1	mediate	the inhibitory effect of miR-378-ASO on hepatosteatosis	Additional knockdown of up-regulated Nrf1 offset the effects of miR-378-ASO, suggesting that Nrf1 mediated the inhibitory effect of miR-378-ASO on hepatosteatosis.
29625129	Nrf1	promote	the pathogenesis of hepatosteatosis	These findings identified a negative feedback loop between miR-378 and Nrf1 that promotes the pathogenesis of hepatosteatosis, and suggests the use of miR-378 as a potential therapeutic target for NAFLD.
29630881	aldose reductase	ameliorate	alcoholic hepatic steatosis	Previously we demonstrated that aldose reductase (AR) inhibitor ameliorated alcoholic hepatic steatosis.
29630881	AR	improve	alcoholic hepatic steatosis	To clarify the mechanism whereby AR inhibitor improves alcoholic hepatic steatosis, herein we investigated the effect of AR inhibitor on hepatic metabolism in mice fed a Lieber-DeCarli liquid diet with 5% ethanol.
29630881	AR	feed	a Lieber-DeCarli liquid diet	To clarify the mechanism whereby AR inhibitor improves alcoholic hepatic steatosis, herein we investigated the effect of AR inhibitor on hepatic metabolism in mice fed a Lieber-DeCarli liquid diet with 5% ethanol.
29630881	AR	affect	carbohydrates and peptides	Nontargeted metabolomics showed carbohydrates and lipids were characteristic categories in ethanol diet-fed mice with or without AR inhibitor treatment, whereas AR inhibitor mainly affected carbohydrates and peptides.
29630881	AR	impair	galactose metabolism	Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis.
29630881	galactose	impair	galactose metabolism	Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis.
29630881	fatty acid	impair	galactose metabolism	Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis.
29630881	AR	perturb	fatty acid biosynthesis	Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis.
29630881	galactose	perturb	fatty acid biosynthesis	Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis.
29630881	fatty acid	perturb	fatty acid biosynthesis	Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis.
29630881	AR	suppress	ethanol-activated galactose metabolism and saturated fatty acid biosynthesis	In parallel with successful treatment of steatosis, AR inhibitor suppressed ethanol-activated galactose metabolism and saturated fatty acid biosynthesis.
29630881	sorbitol	augment	ethanol-induced steatosis and stearic acid	In vitro analysis confirmed that exogenous addition of sorbitol augmented ethanol-induced steatosis and stearic acid.
29704577	lipids	modify	energy metabolism, hepatic structure and function	Remains unknown if dietary lipids and anabolic steroids (AS) can interact to modify energy metabolism, hepatic structure and function.
29704577	steroids	modify	energy metabolism, hepatic structure and function	Remains unknown if dietary lipids and anabolic steroids (AS) can interact to modify energy metabolism, hepatic structure and function.
29704577	AS	reduce	plasma HDL cholesterol levels	When combined with a HFD, AS reduced plasma HDL cholesterol levels.
29782848	alcohol	affect	these processes	We investigated the mechanisms by which alcohol consumption affects these processes by evaluating the functions of transcription factor EB (TFEB), which regulates lysosomal biogenesis.
29782848	TFEB	regulate	lysosomal biogenesis	We investigated the mechanisms by which alcohol consumption affects these processes by evaluating the functions of transcription factor EB (TFEB), which regulates lysosomal biogenesis.
29782848	alcohol	evaluate	the functions of transcription factor EB (TFEB), which regulates lysosomal biogenesis	We investigated the mechanisms by which alcohol consumption affects these processes by evaluating the functions of transcription factor EB (TFEB), which regulates lysosomal biogenesis.
29782848	liver-specific	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	TFEB	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	Tefb	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	Tfe3	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	TFEB	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	TFE3	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	Tfeb Liver tissues	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	ethanol	have	lower levels of total and nuclear TFEB	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	hepatocytes	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	liver-specific	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	TFEB	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	Tefb	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	Tfe3	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	TFEB	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
