Paper,entity,type,char_start,char_end,context_sentence
/work/eval_papers/PMID_30557836.pdf,triglyceride,CHEMICAL,1528,1540,"5. **Correlation:** Negative **Correlation Snippet:** DPP-4 inhibition reduced plasma and hepatic triglycerides and free fatty acids elevated by COC treatment, indicating a reduction in hepatic triglyceride accumulation with DPP-4 inhibitor."
/work/eval_papers/PMID_30557836.pdf,triglyceride,CHEMICAL,1725,1737,"--- ### Summary of the biological plausibility: - The evidence indicates a strong negative correlation between DPP-4 activity inhibition and hepatic triglyceride accumulation induced by COC, supporting the plausibility that DPP-4 inhibitors can attenuate liver triglyceride buildup in this context. - The paper provides functional, molecular, and translational insights underpinning this relationship, with activity reductions in key enzymes and metabolites involved in metabolism pathways relevant to triglyceride accumulation."
/work/eval_papers/PMID_30557836.pdf,triglyceride,CHEMICAL,1837,1849,"--- ### Summary of the biological plausibility: - The evidence indicates a strong negative correlation between DPP-4 activity inhibition and hepatic triglyceride accumulation induced by COC, supporting the plausibility that DPP-4 inhibitors can attenuate liver triglyceride buildup in this context. - The paper provides functional, molecular, and translational insights underpinning this relationship, with activity reductions in key enzymes and metabolites involved in metabolism pathways relevant to triglyceride accumulation."
/work/eval_papers/PMID_30557836.pdf,triglyceride,CHEMICAL,2078,2090,"--- ### Summary of the biological plausibility: - The evidence indicates a strong negative correlation between DPP-4 activity inhibition and hepatic triglyceride accumulation induced by COC, supporting the plausibility that DPP-4 inhibitors can attenuate liver triglyceride buildup in this context. - The paper provides functional, molecular, and translational insights underpinning this relationship, with activity reductions in key enzymes and metabolites involved in metabolism pathways relevant to triglyceride accumulation."
/work/eval_papers/PMID_30557836.pdf,Wistar rats,SPECIES,337,348,### Summary of extracted data from the paper: #### Paper: /work/eval_papers/PMID_30557836.pdf 1. **Stressor:** Pharmaceutical **Stressor Snippet:** Female Wistar rats received vehicle and COC (ethinylestradiol plus levonorgestrel) with or without DPP-4 inhibitor (sitagliptin) for 8 weeks.
/work/eval_papers/PMID_30557836.pdf,Wistar rat,SPECIES,824,834,3. **Test System:** In vivo female Wistar rat model **Test System Snippet:** Rats received COC with or without DPP-4 inhibitor.
/work/eval_papers/PMID_30557836.pdf,Rats,SPECIES,866,870,3. **Test System:** In vivo female Wistar rat model **Test System Snippet:** Rats received COC with or without DPP-4 inhibitor.
/work/eval_papers/PMID_32593710.pdf,Bisphenol A,CHEMICAL,289,300,"Supporting data from the paper (/work/eval_papers/PMID_32593710.pdf) highlights the following details: - **Stressor:** The contaminant, Bisphenol A (BPA), which impairs metabolic processes and influences liver pathology."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,302,305,"Supporting data from the paper (/work/eval_papers/PMID_32593710.pdf) highlights the following details: - **Stressor:** The contaminant, Bisphenol A (BPA), which impairs metabolic processes and influences liver pathology."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,398,401,"- **Stressor Snippet:** BPA exposure was shown to cause severe and mild hepatic steatosis, with increased lipid accumulation and gene expression involved in lipogenesis, ER stress, and chronic liver injury."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,683,686,"- **Species:** Mouse - **Species Snippet:** Ovariectomized mice fed on a high-fat diet and exposed to BPA exhibited hepatic fat deposition and fibrosis, linked to apoptosis and fibrosis pathways."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,890,893,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** BPA exacerbated liver steatosis and fibrosis, associated with gene expression changes related to apoptosis, ER stress, and ECM remodeling."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,1074,1077,"Positive, indicating that BPA exposure is associated with increased fibrosis and apoptosis markers."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,1225,1228,This data supports a strong biological plausibility connecting the stressor (BPA) to the process of fibrosis through apoptosis mechanisms.
/work/eval_papers/PMID_32593710.pdf,Mouse,SPECIES,596,601,"- **Species:** Mouse - **Species Snippet:** Ovariectomized mice fed on a high-fat diet and exposed to BPA exhibited hepatic fat deposition and fibrosis, linked to apoptosis and fibrosis pathways."
/work/eval_papers/PMID_32593710.pdf,mice,SPECIES,640,644,"- **Species:** Mouse - **Species Snippet:** Ovariectomized mice fed on a high-fat diet and exposed to BPA exhibited hepatic fat deposition and fibrosis, linked to apoptosis and fibrosis pathways."
/work/eval_papers/PMID_32593710.pdf,mouse,SPECIES,804,809,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** BPA exacerbated liver steatosis and fibrosis, associated with gene expression changes related to apoptosis, ER stress, and ECM remodeling."
/work/eval_papers/PMID_29630881.pdf,alcohol,CHEMICAL,262,269,"I have extracted and analyzed the relevant data from the paper regarding the KER: ""novel_galactose_metabolism-steatosis."" **Final biological plausibility score:** 5.0 **Supporting evidence by paper:** **Paper: /work/eval_papers/PMID_29630881.pdf** **Stressor:** alcohol **Stressor Snippet:** Previously we demonstrated that aldose reductase (AR) inhibitor ameliorated alcoholic hepatic steatosis."
/work/eval_papers/PMID_29630881.pdf,aldose,CHEMICAL,324,330,"I have extracted and analyzed the relevant data from the paper regarding the KER: ""novel_galactose_metabolism-steatosis."" **Final biological plausibility score:** 5.0 **Supporting evidence by paper:** **Paper: /work/eval_papers/PMID_29630881.pdf** **Stressor:** alcohol **Stressor Snippet:** Previously we demonstrated that aldose reductase (AR) inhibitor ameliorated alcoholic hepatic steatosis."
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,602,609,"To clarify the mechanism whereby AR inhibitor improves alcoholic hepatic steatosis, herein we investigated the effect of AR inhibitor on hepatic metabolism in mice fed a Lieber-DeCarli liquid diet with 5% ethanol."
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,702,709,"Nontargeted metabolomics showed carbohydrates and lipids were characteristic categories in ethanol diet-fed mice with or without AR inhibitor treatment, whereas AR inhibitor mainly affected carbohydrates and peptides."
/work/eval_papers/PMID_29630881.pdf,galactose,CHEMICAL,845,854,"Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,fatty acid,CHEMICAL,870,880,"Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,galactose,CHEMICAL,976,985,"Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,fatty acid,CHEMICAL,1016,1026,"Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,ethanol toxicity,CHEMICAL,1096,1112,"**Species:** mouse **Species Snippet:** To investigate ethanol toxicity and AR inhibitor effect, in vivo models were generated."
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,1393,1400,Steatosis grade in mice fed an ethanol diet was significantly higher than in mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,1495,1502,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,1582,1589,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,2019,2026,Steatosis grade in mice fed an ethanol diet was significantly higher than in mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,2121,2128,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_29630881.pdf,ethanol,CHEMICAL,2208,2215,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_29630881.pdf,galactose,CHEMICAL,2410,2419,"**Correlation:** positive **Correlation Snippet:** Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,fatty acid,CHEMICAL,2435,2445,"**Correlation:** positive **Correlation Snippet:** Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,galactose,CHEMICAL,2541,2550,"**Correlation:** positive **Correlation Snippet:** Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,fatty acid,CHEMICAL,2581,2591,"**Correlation:** positive **Correlation Snippet:** Ethanol-induced galactose metabolism and fatty acid biosynthesis are important for the induction of hepatic steatosis, while AR inhibitor impaired galactose metabolism without perturbing fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,galactose,CHEMICAL,2700,2709,"In parallel with successful treatment of steatosis, AR inhibitor suppressed ethanol-activated galactose metabolism and saturated fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,saturated fatty acid,CHEMICAL,2725,2745,"In parallel with successful treatment of steatosis, AR inhibitor suppressed ethanol-activated galactose metabolism and saturated fatty acid biosynthesis."
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,556,560,"To clarify the mechanism whereby AR inhibitor improves alcoholic hepatic steatosis, herein we investigated the effect of AR inhibitor on hepatic metabolism in mice fed a Lieber-DeCarli liquid diet with 5% ethanol."
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,719,723,"Nontargeted metabolomics showed carbohydrates and lipids were characteristic categories in ethanol diet-fed mice with or without AR inhibitor treatment, whereas AR inhibitor mainly affected carbohydrates and peptides."
/work/eval_papers/PMID_29630881.pdf,mouse,SPECIES,1054,1059,"**Species:** mouse **Species Snippet:** To investigate ethanol toxicity and AR inhibitor effect, in vivo models were generated."
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1241,1245,Hematoxylin and eosin-stained sections showed the grade of steatosis in mice fed a control diet and treated with AR inhibitor had no significant difference compared to mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1337,1341,Hematoxylin and eosin-stained sections showed the grade of steatosis in mice fed a control diet and treated with AR inhibitor had no significant difference compared to mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1381,1385,Steatosis grade in mice fed an ethanol diet was significantly higher than in mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1439,1443,Steatosis grade in mice fed an ethanol diet was significantly higher than in mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1483,1487,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1570,1574,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1867,1871,**Test System:** in vivo **Evidence Level:** functional **Evidence Snippet:** Hematoxylin and eosin-stained sections showed the grade of steatosis in mice fed a control diet and treated with AR inhibitor had no significant difference compared to mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,1963,1967,**Test System:** in vivo **Evidence Level:** functional **Evidence Snippet:** Hematoxylin and eosin-stained sections showed the grade of steatosis in mice fed a control diet and treated with AR inhibitor had no significant difference compared to mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,2007,2011,Steatosis grade in mice fed an ethanol diet was significantly higher than in mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,2065,2069,Steatosis grade in mice fed an ethanol diet was significantly higher than in mice fed a control diet.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,2109,2113,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_29630881.pdf,mice,SPECIES,2196,2200,Steatosis grade in mice fed an ethanol diet and treated with AR inhibitor was significantly lower than in mice fed an ethanol diet without AR inhibitor treatment.
/work/eval_papers/PMID_31857090.pdf,nicotine,CHEMICAL,345,353,"Summary of extracted data:** **Paper: /work/eval_papers/PMID_31857090.pdf** - **Stressor:** other (nicotine) - **Stressor Snippet:** In the study, nicotine was administered to rats, leading to metabolic changes."
/work/eval_papers/PMID_31857090.pdf,nicotine,CHEMICAL,393,401,"Summary of extracted data:** **Paper: /work/eval_papers/PMID_31857090.pdf** - **Stressor:** other (nicotine) - **Stressor Snippet:** In the study, nicotine was administered to rats, leading to metabolic changes."
/work/eval_papers/PMID_31857090.pdf,nicotine,CHEMICAL,481,489,"The treatment involved nicotine exposure, which resulted in impaired glucoregulation and lipid metabolism, including increased plasma and hepatic triglycerides, free fatty acids, and other lipid-related parameters."
/work/eval_papers/PMID_31857090.pdf,fatty acids,CHEMICAL,624,635,"The treatment involved nicotine exposure, which resulted in impaired glucoregulation and lipid metabolism, including increased plasma and hepatic triglycerides, free fatty acids, and other lipid-related parameters."
/work/eval_papers/PMID_31857090.pdf,nicotine,CHEMICAL,757,765,"- **Species:** rat - **Species Snippet:** Male Wistar rats were treated orally with nicotine, leading to reduced body and liver weights, visceral adiposity, glycogen content, and increased fasting plasma glucose, lactate, insulin resistance, and lipid parameters over 8 weeks."
/work/eval_papers/PMID_31857090.pdf,glucose,CHEMICAL,877,884,"- **Species:** rat - **Species Snippet:** Male Wistar rats were treated orally with nicotine, leading to reduced body and liver weights, visceral adiposity, glycogen content, and increased fasting plasma glucose, lactate, insulin resistance, and lipid parameters over 8 weeks."
/work/eval_papers/PMID_31857090.pdf,lactate,CHEMICAL,886,893,"- **Species:** rat - **Species Snippet:** Male Wistar rats were treated orally with nicotine, leading to reduced body and liver weights, visceral adiposity, glycogen content, and increased fasting plasma glucose, lactate, insulin resistance, and lipid parameters over 8 weeks."
/work/eval_papers/PMID_31857090.pdf,nicotine,CHEMICAL,1032,1040,- **Test System:** in vivo - **Test System Snippet:** Oral treatment of rats with nicotine for 8 weeks; metabolic and hepatic changes were observed.
/work/eval_papers/PMID_31857090.pdf,Nicotine,CHEMICAL,1156,1164,"- **Evidence Level:** functional - **Evidence Snippet:** Nicotine administration led to increased plasma and hepatic triglycerides (TG), total cholesterol (TC), free fatty acids (FFA), and lipid-related ratios."
/work/eval_papers/PMID_31857090.pdf,cholesterol,CHEMICAL,1242,1253,"- **Evidence Level:** functional - **Evidence Snippet:** Nicotine administration led to increased plasma and hepatic triglycerides (TG), total cholesterol (TC), free fatty acids (FFA), and lipid-related ratios."
/work/eval_papers/PMID_31857090.pdf,fatty acids,CHEMICAL,1265,1276,"- **Evidence Level:** functional - **Evidence Snippet:** Nicotine administration led to increased plasma and hepatic triglycerides (TG), total cholesterol (TC), free fatty acids (FFA), and lipid-related ratios."
/work/eval_papers/PMID_31857090.pdf,FFA,CHEMICAL,1278,1281,"- **Evidence Level:** functional - **Evidence Snippet:** Nicotine administration led to increased plasma and hepatic triglycerides (TG), total cholesterol (TC), free fatty acids (FFA), and lipid-related ratios."
/work/eval_papers/PMID_31857090.pdf,Nicotine,CHEMICAL,1310,1318,Nicotine also impaired glucose regulation.
/work/eval_papers/PMID_31857090.pdf,glucose,CHEMICAL,1333,1340,Nicotine also impaired glucose regulation.
/work/eval_papers/PMID_31857090.pdf,nicotine,CHEMICAL,1459,1467,"There is a confirmed positive relationship between nicotine exposure and hepatic triglyceride accumulation, with increased lipid parameters observed in the study."
/work/eval_papers/PMID_31857090.pdf,triglyceride,CHEMICAL,1489,1501,"There is a confirmed positive relationship between nicotine exposure and hepatic triglyceride accumulation, with increased lipid parameters observed in the study."
/work/eval_papers/PMID_31857090.pdf,glucose,CHEMICAL,1706,1713,The overall biological plausibility score of 5.0 indicates a high level of evidence supporting the relationship between alterations in glucose metabolism and liver triglyceride accumulation in this context.
/work/eval_papers/PMID_31857090.pdf,triglyceride,CHEMICAL,1735,1747,The overall biological plausibility score of 5.0 indicates a high level of evidence supporting the relationship between alterations in glucose metabolism and liver triglyceride accumulation in this context.
/work/eval_papers/PMID_31857090.pdf,rats,SPECIES,422,426,"Summary of extracted data:** **Paper: /work/eval_papers/PMID_31857090.pdf** - **Stressor:** other (nicotine) - **Stressor Snippet:** In the study, nicotine was administered to rats, leading to metabolic changes."
/work/eval_papers/PMID_31857090.pdf,rat,SPECIES,688,691,"- **Species:** rat - **Species Snippet:** Male Wistar rats were treated orally with nicotine, leading to reduced body and liver weights, visceral adiposity, glycogen content, and increased fasting plasma glucose, lactate, insulin resistance, and lipid parameters over 8 weeks."
/work/eval_papers/PMID_31857090.pdf,Wistar rats,SPECIES,720,731,"- **Species:** rat - **Species Snippet:** Male Wistar rats were treated orally with nicotine, leading to reduced body and liver weights, visceral adiposity, glycogen content, and increased fasting plasma glucose, lactate, insulin resistance, and lipid parameters over 8 weeks."
/work/eval_papers/PMID_31857090.pdf,rats,SPECIES,1022,1026,- **Test System:** in vivo - **Test System Snippet:** Oral treatment of rats with nicotine for 8 weeks; metabolic and hepatic changes were observed.
/work/eval_papers/PMID_33302084.pdf,Glyphosate,CHEMICAL,243,253,"Supporting extracted data from the paper (/work/eval_papers/PMID_33302084.pdf): - **Stressor:** Pollutant (Glyphosate, GLY) - **Stressors Snippet:** GLY is widely found in surface water and groundwater due to its use as an herbicide, with environmental concentrations reaching up to several thousand µg/L, indicating exposure risk."
/work/eval_papers/PMID_33302084.pdf,fatty acid,CHEMICAL,1329,1339,- **Correlation:** Not measured This information supports a moderate level of biological plausibility linking inflammation with de novo lipogenesis and fatty acid synthesis processes in the context of chemical exposure.
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,483,487,"- **Species:** Fish (common carp) - **Species Snippet:** Fish exposed to GLY showed oxidative stress as an early event, with subsequent hepatic inflammatory responses and lipid metabolism disorders, demonstrated through changes in biochemical markers and gene expression."
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,525,529,"- **Species:** Fish (common carp) - **Species Snippet:** Fish exposed to GLY showed oxidative stress as an early event, with subsequent hepatic inflammatory responses and lipid metabolism disorders, demonstrated through changes in biochemical markers and gene expression."
/work/eval_papers/PMID_33302084.pdf,fish,SPECIES,767,771,"- **Test System:** In vivo fish model - **Test System Snippet:** Fish treated with GLY (0, 5, 50 mg/L) for 45 days, with assessments including enzyme activities, histopathology, and gene expression related to oxidative stress. - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** Elevated oxidative stress markers and altered expression of oxidative stress-related genes (e.g., SOD, CAT, GSH-Px, Nrf-2, HO-1, NQO1)."
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,805,809,"- **Test System:** In vivo fish model - **Test System Snippet:** Fish treated with GLY (0, 5, 50 mg/L) for 45 days, with assessments including enzyme activities, histopathology, and gene expression related to oxidative stress. - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** Elevated oxidative stress markers and altered expression of oxidative stress-related genes (e.g., SOD, CAT, GSH-Px, Nrf-2, HO-1, NQO1)."
/work/eval_papers/PMID_33302084.pdf,herbicide,CHEMICAL,362,371,"Supporting extracted data from the paper (/work/eval_papers/PMID_33302084.pdf): **Paper: /work/eval_papers/PMID_33302084.pdf** **Stressor:** Pollutant **Stressors Snippet:** ""As an active ingredient of widely used herbicide, glyphosate (GLY) can be found in surface water and groundwater, as well as in sediments globally (Avigliano and Schenone, 2015; Battaglin et al., 2014; Maqueda et al., 2017)."
/work/eval_papers/PMID_33302084.pdf,glyphosate,CHEMICAL,373,383,"Supporting extracted data from the paper (/work/eval_papers/PMID_33302084.pdf): **Paper: /work/eval_papers/PMID_33302084.pdf** **Stressor:** Pollutant **Stressors Snippet:** ""As an active ingredient of widely used herbicide, glyphosate (GLY) can be found in surface water and groundwater, as well as in sediments globally (Avigliano and Schenone, 2015; Battaglin et al., 2014; Maqueda et al., 2017)."
/work/eval_papers/PMID_33302084.pdf,GLY,CHEMICAL,385,388,"Supporting extracted data from the paper (/work/eval_papers/PMID_33302084.pdf): **Paper: /work/eval_papers/PMID_33302084.pdf** **Stressor:** Pollutant **Stressors Snippet:** ""As an active ingredient of widely used herbicide, glyphosate (GLY) can be found in surface water and groundwater, as well as in sediments globally (Avigliano and Schenone, 2015; Battaglin et al., 2014; Maqueda et al., 2017)."
/work/eval_papers/PMID_33302084.pdf,GLY,CHEMICAL,1853,1856,"Herein, we dissected GLY-induced hepatotoxicity in juvenile common carp, and our research revealed an interesting phenomenon that GLY exposure caused oxidative stress as an early event, followed by hepatic inflammatory response, with lipid metabolism disorder as a late event.""** **Test System:** In vivo **Test System Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver sections were stained with hematoxylin and eosin for histopathological analysis showing hepatocyte swelling, cytoplasmic vacuolation, and fatty changes."" **Evidence Level:** Functional; Transcriptional **Evidence Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver tissues were analyzed for IL-1β, IL-6, IL-8, TNF-α, IL-10, and TNF-β mRNA levels by qPCR."
/work/eval_papers/PMID_33302084.pdf,triglyceride,CHEMICAL,3040,3052,"The data showed increased inflammatory cytokines (IL-1β, IL-6, IL-8, TNF-α), and elevated hepatic triglyceride levels and lipid accumulation, confirming the positive correlation between inflammation and triglyceride accumulation."" This comprehensive analysis supports a strong biological plausibility that inflammation leads to liver triglyceride accumulation in this context."
/work/eval_papers/PMID_33302084.pdf,triglyceride,CHEMICAL,3145,3157,"The data showed increased inflammatory cytokines (IL-1β, IL-6, IL-8, TNF-α), and elevated hepatic triglyceride levels and lipid accumulation, confirming the positive correlation between inflammation and triglyceride accumulation."" This comprehensive analysis supports a strong biological plausibility that inflammation leads to liver triglyceride accumulation in this context."
/work/eval_papers/PMID_33302084.pdf,triglyceride,CHEMICAL,3276,3288,"The data showed increased inflammatory cytokines (IL-1β, IL-6, IL-8, TNF-α), and elevated hepatic triglyceride levels and lipid accumulation, confirming the positive correlation between inflammation and triglyceride accumulation."" This comprehensive analysis supports a strong biological plausibility that inflammation leads to liver triglyceride accumulation in this context."
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,1370,1374,"Thus, it is very necessary to explore the toxicity mechanism of environmental pollutant GLY on aquatic animals.""** **Species:** Fish **Species Snippet:** ""Common carp, the most widely distributed freshwater fish in China, exerts properties of strong adaptability, easy breeding, and strong tolerance in the laboratory and stable data on inheritance and distinct biological background."
/work/eval_papers/PMID_33302084.pdf,fish,SPECIES,1449,1453,"Thus, it is very necessary to explore the toxicity mechanism of environmental pollutant GLY on aquatic animals.""** **Species:** Fish **Species Snippet:** ""Common carp, the most widely distributed freshwater fish in China, exerts properties of strong adaptability, easy breeding, and strong tolerance in the laboratory and stable data on inheritance and distinct biological background."
/work/eval_papers/PMID_33302084.pdf,carp,SPECIES,1790,1794,"Herein, we dissected GLY-induced hepatotoxicity in juvenile common carp, and our research revealed an interesting phenomenon that GLY exposure caused oxidative stress as an early event, followed by hepatic inflammatory response, with lipid metabolism disorder as a late event.""** **Test System:** In vivo **Test System Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver sections were stained with hematoxylin and eosin for histopathological analysis showing hepatocyte swelling, cytoplasmic vacuolation, and fatty changes."" **Evidence Level:** Functional; Transcriptional **Evidence Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver tissues were analyzed for IL-1β, IL-6, IL-8, TNF-α, IL-10, and TNF-β mRNA levels by qPCR."
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,2054,2058,"Herein, we dissected GLY-induced hepatotoxicity in juvenile common carp, and our research revealed an interesting phenomenon that GLY exposure caused oxidative stress as an early event, followed by hepatic inflammatory response, with lipid metabolism disorder as a late event.""** **Test System:** In vivo **Test System Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver sections were stained with hematoxylin and eosin for histopathological analysis showing hepatocyte swelling, cytoplasmic vacuolation, and fatty changes."" **Evidence Level:** Functional; Transcriptional **Evidence Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver tissues were analyzed for IL-1β, IL-6, IL-8, TNF-α, IL-10, and TNF-β mRNA levels by qPCR."
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,2437,2441,"Herein, we dissected GLY-induced hepatotoxicity in juvenile common carp, and our research revealed an interesting phenomenon that GLY exposure caused oxidative stress as an early event, followed by hepatic inflammatory response, with lipid metabolism disorder as a late event.""** **Test System:** In vivo **Test System Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver sections were stained with hematoxylin and eosin for histopathological analysis showing hepatocyte swelling, cytoplasmic vacuolation, and fatty changes."" **Evidence Level:** Functional; Transcriptional **Evidence Snippet:** ""Fish were treated with GLY (0, 5, and 50 mg/L) for 45 days, then plasma samples were collected on days 15, 30, and 45 to assess AST and ALT activities; liver tissues were analyzed for IL-1β, IL-6, IL-8, TNF-α, IL-10, and TNF-β mRNA levels by qPCR."
/work/eval_papers/PMID_33302084.pdf,herbicide,CHEMICAL,373,382,"The analysis of the paper and the evaluation of the biological plausibility for the KER ""novel_inflammation-mitochondrial_beta_oxidation"" have been completed. **Final Biological Plausibility Score:** 4.0 **Supporting extracted data from the paper (/work/eval_papers/PMID_33302084.pdf):** **Stressor:** Pollutant **Stressor Snippet:** As an active ingredient of widely used herbicide, glyphosate (GLY) can be found in surface water and groundwater, as well as in sediments globally (Avigliano and Schenone, 2015; Battaglin et al., 2014; Maqueda et al., 2017)."
/work/eval_papers/PMID_33302084.pdf,glyphosate,CHEMICAL,384,394,"The analysis of the paper and the evaluation of the biological plausibility for the KER ""novel_inflammation-mitochondrial_beta_oxidation"" have been completed. **Final Biological Plausibility Score:** 4.0 **Supporting extracted data from the paper (/work/eval_papers/PMID_33302084.pdf):** **Stressor:** Pollutant **Stressor Snippet:** As an active ingredient of widely used herbicide, glyphosate (GLY) can be found in surface water and groundwater, as well as in sediments globally (Avigliano and Schenone, 2015; Battaglin et al., 2014; Maqueda et al., 2017)."
/work/eval_papers/PMID_33302084.pdf,GLY,CHEMICAL,396,399,"The analysis of the paper and the evaluation of the biological plausibility for the KER ""novel_inflammation-mitochondrial_beta_oxidation"" have been completed. **Final Biological Plausibility Score:** 4.0 **Supporting extracted data from the paper (/work/eval_papers/PMID_33302084.pdf):** **Stressor:** Pollutant **Stressor Snippet:** As an active ingredient of widely used herbicide, glyphosate (GLY) can be found in surface water and groundwater, as well as in sediments globally (Avigliano and Schenone, 2015; Battaglin et al., 2014; Maqueda et al., 2017)."
